pixel_x_250m,pixel_y_250m,depth_bin_10cm,observed_SOC_pct,predicted_SOC_pct,lower_90,upper_90,n_horizons
-54729,22429,8,0.5400000015894534,0.48511886666666665,0.0,0.999813636843872,3
-54709,22453,0,2.73466668526331,2.8158541833333337,0.3973092551005046,5.234399111566162,6
-54709,22453,2,0.8356666763623534,1.521978866666667,0.12287768881530765,2.921080044518026,3
-54709,22453,7,0.3003333310286133,0.7025899866666667,0.0008432278905741534,1.4574722825930786,3
-54709,22453,9,0.19999999801317,0.5515065899999999,0.0,1.208408565472768,3
-54706,22455,0,2.4914999802907283,3.10112955,0.2803142252166748,5.921944874783325,6
-54706,22455,1,1.6123333374659168,1.7268049,0.18588142378082284,3.267728376219177,3
-54706,22455,4,0.58700001239776,0.9349514,0.0,1.9986827127517701,3
-54706,22455,8,0.22400000194708,0.4834856,0.0,1.1913886871391297,3
-54700,22494,0,2.140833318233487,2.334059133333333,0.5526826920135498,4.115435574653117,6
-54700,22494,1,2.1186666488647403,1.5861051333333334,0.4184083791956583,2.753801887471008,3
-54700,22494,4,1.2716666460037167,0.9588681333333334,0.1629516157577515,1.7547846509089151,3
-54700,22494,7,0.4549999932448034,0.5665958,0.026712932874043787,1.1132203810190837,3
-52303,23630,0,1.2983333369096084,1.6796805499999998,0.43136050691299443,2.9280005930870057,6
-52303,23630,1,0.4600000083446499,0.8451371,0.13981918551406858,1.5504550144859315,1
-52303,23630,2,1.060000002384185,0.7874102,0.07882973587532038,1.4959906641246796,2
-52303,23630,3,0.10999999940395,0.48957744,0.0,0.9968436634306335,1
-52303,23630,4,0.45999999344348497,0.47197875499999997,0.0,0.9547220331457901,2
-52303,23630,6,0.15500000119209,0.3561008,0.0,0.7685518735273361,2
-52303,23630,7,0.3600000143051099,0.33788174,0.0,0.7492095192930603,1
